id,title,vote_average,vote_count,release_date,revenue,runtime,budget,popularity,genres
41733,Due Date,6.35,5042,03/11/2010,211780824,95,65000000,19.067,"Comedy, Drama"
15,Citizen Kane,8.015,5034,17/04/1941,23218000,119,839727,28.218,"Mystery, Drama"
17578,The Adventures of Tintin,6.885,5024,24/10/2011,373993951,107,130000000,33.653,"Adventure, Animation, Mystery"
624860,The Matrix Resurrections,6.479,5018,16/12/2021,156497322,147,190000000,52.143,"Science Fiction, Action, Adventure"
82507,Sinister,6.868,5008,29/03/2012,82515113,110,3000000,38.624,"Horror, Thriller, Mystery"
75,Mars Attacks!,6.396,5008,13/12/1996,101371017,106,70000000,23.282,"Comedy, Fantasy, Science Fiction"
480530,Creed II,7.015,5007,21/11/2018,214215889,130,50000000,45.172,"Drama, Action"
568,Apollo 13,7.443,4997,30/06/1995,355237933,140,52000000,20.16,"Drama, History"
10009,Brother Bear,7.257,4993,23/10/2003,250397798,85,128000000,43.734,"Adventure, Animation, Family"
10693,Peter Pan,7.222,4990,05/02/1953,87404651,77,4000000,37.561,"Animation, Family, Adventure, Fantasy"
225574,Non-Stop,6.811,4987,26/02/2014,222809600,106,50000000,21.187,"Action, Thriller, Mystery"
948,Halloween,7.562,4987,24/10/1978,70274000,91,325000,56.727,"Horror, Thriller"
400928,Gifted,8.044,4983,12/04/2017,40343446,101,7000000,48.714,"Drama, Comedy"
107985,The World's End,6.795,4981,18/07/2013,46089287,109,20000000,25.768,"Comedy, Action, Science Fiction"
1635,The Island,6.7,4981,21/07/2005,162949164,136,126000000,33.414,"Action, Thriller, Science Fiction, Adventure"
82695,Les Misérables,7.338,4978,18/12/2012,441809770,158,61000000,26.344,"History, Drama"
9444,Anastasia,7.611,4958,20/11/1997,139804348,94,53000000,36.612,"Animation, Family, Fantasy, Adventure"
496,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,6.754,4945,01/11/2006,262552893,84,18000000,18.823,Comedy
447365,Guardians of the Galaxy Vol. 3,8.023,4941,03/05/2023,845430302,150,250000000,318.516,"Science Fiction, Adventure, Action"
4982,American Gangster,7.577,4933,02/11/2007,266465037,157,100000000,31.385,"Drama, Crime"
879,Hook,6.824,4931,10/04/1991,300855000,142,70000000,29.223,"Adventure, Fantasy, Comedy, Family"
289,Casablanca,8.171,4928,15/01/1943,10462500,102,878000,25.177,"Drama, Romance"
8961,Bad Boys II,6.598,4924,18/07/2003,273339556,147,130000000,31.463,"Adventure, Action, Comedy, Thriller, Crime"
316727,The Purge: Election Year,6.394,4919,29/06/2016,118587880,105,10000000,32.648,"Action, Horror, Thriller"
2567,The Aviator,7.224,4906,17/12/2004,213700000,170,110000000,21.485,Drama
13811,Knowing,6.18,4902,19/03/2009,155446362,121,50000000,37.125,"Action, Mystery, Science Fiction, Thriller"
4108,The Transporter,6.696,4902,02/10/2002,43928932,92,21000000,26.061,"Action, Crime, Thriller"
369972,First Man,7.045,4896,10/10/2018,105713218,141,70000000,25.21,"History, Drama"
76726,Chronicle,6.822,4891,01/02/2012,145000000,84,15000000,26.714,"Science Fiction, Drama, Thriller"
44264,True Grit,7.301,4890,22/12/2010,252276927,110,38000000,18.656,"Drama, Adventure, Western"
21208,Orphan,7.001,4889,24/07/2009,77912251,122,20000000,36.406,"Horror, Thriller, Mystery"
286565,Paper Towns,6.134,4881,18/06/2015,85512300,109,12000000,17.592,"Mystery, Drama, Romance"
10340,Lady and the Tramp,7.101,4880,22/06/1955,36359037,76,4000000,36.117,"Family, Animation, Romance"
311,Once Upon a Time in America,8.427,4863,23/05/1984,5500000,229,30000000,42.059,"Drama, Crime"
12477,Grave of the Fireflies,8.455,4861,16/04/1988,516962,89,3700000,0.6,"Animation, Drama, War"
76285,Percy Jackson: Sea of Monsters,6.028,4859,07/08/2013,199850315,106,90000000,24.018,"Adventure, Family, Fantasy"
375262,The Favourite,7.537,4855,23/11/2018,95918706,119,15000000,18.954,"Drama, Comedy, Thriller"
85350,Boyhood,7.509,4828,05/06/2014,48137666,166,4000000,18.637,Drama
754,Face/Off,7.019,4826,27/06/1997,245676146,138,80000000,24.879,"Action, Crime, Science Fiction"
718930,Bullet Train,7.495,4804,03/08/2022,239268602,126,90000000,79.836,"Action, Comedy, Thriller"
10315,Fantastic Mr. Fox,7.782,4798,23/10/2009,46471023,87,40000000,32.693,"Adventure, Animation, Comedy, Family"
583083,The Kissing Booth 2,7.703,4796,24/07/2020,0,132,0,25.333,"Comedy, Romance"
215,Saw II,6.564,4790,28/10/2005,147748505,93,4000000,111.416,Horror
332567,The Shallows,6.35,4789,24/06/2016,119100758,86,17000000,19.501,"Horror, Drama, Thriller"
107846,Escape Plan,6.722,4789,09/10/2013,137328301,115,50000000,44.96,"Action, Thriller"
16996,17 Again,6.287,4788,11/03/2009,136316880,102,20000000,32.875,Comedy
10882,Sleeping Beauty,6.942,4784,17/02/1959,51600000,75,6000000,37.722,"Fantasy, Animation, Romance, Family"
11253,Hellboy II: The Golden Army,6.752,4782,11/07/2008,160388063,120,85000000,28.563,"Fantasy, Horror, Adventure, Action"
414,Batman Forever,5.409,4780,16/06/1995,336529144,121,100000000,40.247,"Action, Crime, Fantasy"
6637,National Treasure: Book of Secrets,6.321,4761,13/12/2007,459242249,124,130000000,32.036,"Action, Adventure, Mystery, Thriller"
399404,Darkest Hour,7.35,4761,22/11/2017,150847207,125,30000000,18.896,"Drama, History"
10096,13 Going on 30,6.733,4755,13/04/2004,96455697,98,37000000,26.074,"Comedy, Fantasy, Romance"
9836,Happy Feet,6.174,4752,16/11/2006,384335608,108,100000000,33.717,"Animation, Comedy, Family"
311324,The Great Wall,6.005,4748,16/12/2016,331957105,103,150000000,32.601,"Action, Adventure, Fantasy"
395834,Wind River,7.428,4747,03/08/2017,44998252,107,11000000,22.336,"Crime, Drama, Mystery, Thriller"
453405,Gemini Man,6.311,4718,02/10/2019,173469516,117,140000000,23.667,"Science Fiction, Action, Adventure, Thriller"
9480,Daredevil,5.251,4718,14/02/2003,179179718,103,78000000,23.531,"Fantasy, Action"
49849,Cowboys & Aliens,5.588,4718,29/07/2011,174822325,119,163000000,26.069,"Action, Science Fiction, Thriller, Western"
43347,Love & Other Drugs,7.037,4717,22/11/2010,102820008,112,30000000,45.032,"Drama, Comedy, Romance"
1991,Death Proof,6.824,4703,22/05/2007,31126421,113,25000000,28.985,"Action, Thriller"
11774,Lemony Snicket's A Series of Unfortunate Events,6.814,4688,16/12/2004,209073645,108,140000000,25.604,"Adventure, Comedy, Family"
454,Romeo + Juliet,6.795,4681,01/11/1996,147298761,120,14500000,21.63,"Drama, Romance"
338762,Bloodshot,6.76,4681,05/03/2020,39861118,110,42000000,29.852,"Action, Science Fiction, Adventure"
23827,Paranormal Activity,5.991,4676,14/09/2007,193355800,85,215000,35.429,"Horror, Mystery"
9509,Man on Fire,7.45,4674,23/04/2004,130293714,146,70000000,33.347,"Action, Drama, Thriller"
49049,Dredd,6.817,4663,07/09/2012,41037742,95,50000000,28.024,"Action, Science Fiction"
10112,The Aristocats,7.289,4660,24/12/1970,55675257,78,4000000,38.66,"Animation, Comedy, Family, Adventure"
353491,The Dark Tower,5.673,4658,03/08/2017,113231078,95,60000000,22.183,"Fantasy, Action, Science Fiction"
201085,Crimson Peak,6.641,4655,13/10/2015,74679822,119,55000000,23.058,"Horror, Romance"
81005,Jack the Giant Slayer,5.818,4655,27/02/2013,197687603,114,195000000,44.613,"Fantasy, Action, Adventure, Family"
60308,Moneyball,7.263,4652,23/09/2011,110206216,134,50000000,19.803,Drama
290859,Terminator: Dark Fate,6.455,4652,23/10/2019,261119292,128,185000000,39.447,"Science Fiction, Action"
345887,The Equalizer 2,6.705,4652,19/07/2018,190400157,121,62000000,81.313,"Action, Thriller, Crime"
8321,In Bruges,7.479,4644,08/02/2008,34533783,108,15000000,17.315,"Comedy, Drama, Crime"
603692,John Wick: Chapter 4,7.814,4639,22/03/2023,426978565,170,90000000,482.538,"Action, Thriller, Crime"
27022,The Sorcerer's Apprentice,6.106,4637,13/07/2010,215283742,109,150000000,28.585,"Fantasy, Adventure, Action"
22803,Law Abiding Citizen,7.373,4637,15/10/2009,127944208,109,53000000,39.664,"Drama, Crime, Thriller"
634,Bridget Jones's Diary,6.744,4635,13/04/2001,281929795,97,25000000,26.933,"Comedy, Romance, Drama"
5876,The Mist,6.9,4634,21/11/2007,57470220,126,18000000,29.693,"Horror, Science Fiction, Thriller"
637649,Wrath of Man,7.669,4632,22/04/2021,103966489,119,40000000,56.933,"Crime, Thriller, Action"
6114,Bram Stoker's Dracula,7.449,4626,13/11/1992,215862692,128,40000000,35.967,"Romance, Horror"
415,Batman & Robin,4.331,4625,20/06/1997,238207122,125,125000000,35.285,"Action, Science Fiction, Adventure, Comedy"
447200,Skyscraper,6.318,4623,11/07/2018,292351275,102,125000000,22.604,"Action, Thriller"
23168,The Town,7.2,4616,15/09/2010,154026136,125,37000000,35.118,"Crime, Drama, Thriller"
377,A Nightmare on Elm Street,7.324,4615,09/11/1984,57000000,91,1100000,32.056,Horror
10545,The Hunchback of Notre Dame,7.103,4614,21/06/1996,325338851,91,100000000,37.775,"Drama, Animation, Family"
138103,The Expendables 3,6.224,4611,07/08/2014,214700000,126,95000000,89.686,"Action, Adventure, Thriller"
297,Meet Joe Black,7.302,4609,12/11/1998,142940100,178,90000000,43.274,"Fantasy, Drama, Romance"
324849,The Lego Batman Movie,7.222,4593,08/02/2017,311950384,104,80000000,29.4,"Animation, Action, Comedy, Family"
504172,The Mule,6.829,4593,14/12/2018,174804407,116,50000000,16.833,"Crime, Drama"
1581,The Holiday,7.078,4592,08/12/2006,194168700,136,85000000,19.822,"Comedy, Romance"
11360,Dumbo,6.995,4591,31/10/1941,1600000,64,812000,60.157,"Animation, Family"
544,There's Something About Mary,6.585,4589,15/07/1998,369884651,119,23000000,28.083,"Romance, Comedy"
9880,The Princess Diaries,6.942,4583,03/08/2001,165335153,115,37000000,29.469,"Comedy, Family, Romance"
290595,The Huntsman: Winter's War,6.288,4573,06/04/2016,164989338,114,115000000,23.024,"Action, Adventure, Drama"
253412,Everest,6.81,4567,10/09/2015,203427584,121,55000000,28.694,"Adventure, Drama, History"
5548,RoboCop,7.297,4559,17/07/1987,53424681,102,13000000,38.935,"Action, Thriller, Science Fiction"
2770,American Pie 2,6.218,4553,10/08/2001,287553595,108,30000000,33.988,"Comedy, Romance"
97367,The Place Beyond the Pines,6.963,4535,14/03/2013,47135966,140,15000000,24.548,"Drama, Crime"
661374,Glass Onion: A Knives Out Mystery,7.059,4530,12/11/2022,13280000,140,40000000,48.932,"Comedy, Crime, Mystery"
268896,Pacific Rim: Uprising,6.13,4528,21/03/2018,290061297,111,150000000,44.753,"Action, Fantasy, Science Fiction, Adventure"
1491,The Illusionist,7.286,4528,18/08/2006,87892388,110,16500000,23.03,"Fantasy, Drama, Thriller, Romance"
4547,Panic Room,6.757,4523,29/03/2002,197079546,111,48000000,20.66,"Crime, Drama, Thriller"
5559,Bee Movie,6.016,4500,28/10/2007,287594577,91,150000000,34.085,"Family, Animation, Adventure, Comedy"
308266,War Dogs,6.901,4498,18/08/2016,86234523,114,40000000,35.508,"Comedy, Crime, Drama"
7443,Chicken Run,6.758,4494,23/06/2000,224834564,84,45000000,36.884,"Animation, Comedy, Family"
343611,Jack Reacher: Never Go Back,5.945,4489,19/10/2016,162146076,118,60000000,57.904,"Action, Thriller"
508947,Turning Red,7.442,4484,10/03/2022,18879922,100,190000000,93.162,"Animation, Family, Comedy, Fantasy"
9377,Ferris Bueller's Day Off,7.603,4479,11/06/1986,70136369,103,6000000,39.933,Comedy
479455,Men in Black: International,5.937,4478,12/06/2019,253890701,115,110000000,24.845,"Comedy, Science Fiction, Action"
88751,Journey to the Center of the Earth,6.062,4474,10/07/2008,101702060,93,45000000,24.977,"Action, Science Fiction, Adventure, Comedy, Family"
310307,The Founder,7.112,4472,13/09/2016,24121245,115,15000000,30.214,"Drama, History"
2118,L.A. Confidential,7.785,4463,19/09/1997,126216940,138,35000000,22.473,"Crime, Mystery, Thriller"
559969,El Camino: A Breaking Bad Movie,6.948,4454,11/10/2019,0,123,0,23.311,"Crime, Drama, Thriller, Action"
274855,Geostorm,6.11,4441,12/10/2017,221600160,109,120000000,84.712,"Action, Science Fiction, Thriller"
399174,Isle of Dogs,7.857,4427,23/03/2018,64337744,101,62770198,18.059,"Adventure, Comedy, Animation"
693,Meet the Fockers,6.233,4427,22/12/2004,516642939,115,80000000,23.853,"Comedy, Romance"
117251,White House Down,6.446,4421,27/06/2013,205366737,131,150000000,34.496,"Action, Drama, Thriller"
267860,London Has Fallen,6.182,4408,02/03/2016,205754447,99,60000000,39.273,"Action, Thriller"
52449,Bad Teacher,5.579,4404,16/05/2011,216197492,92,20000000,21.898,Comedy
7485,Shooter,7.097,4401,22/03/2007,95696996,124,61000000,38.734,"Action, Drama, Mystery, Thriller, Crime"
23629,Sucker Punch,6.172,4394,24/03/2011,89792502,110,82000000,26.562,"Action, Fantasy, Thriller"
569094,Spider-Man: Across the Spider-Verse,8.442,4394,31/05/2023,683241751,140,100000000,512.336,"Animation, Action, Adventure"
563,Starship Troopers,7.03,4392,07/11/1997,121214377,129,105000000,36.346,"Adventure, Action, Thriller, Science Fiction"
41630,No Strings Attached,6.289,4381,21/01/2011,149228077,107,25000000,35.559,"Comedy, Romance"
8078,Alien Resurrection,6.131,4378,12/11/1997,162000000,109,70000000,31.359,"Science Fiction, Horror, Action"
2109,Rush Hour,7.013,4374,18/09/1998,244721064,98,33000000,38.783,"Action, Comedy, Crime"
298312,The Visit,6.317,4370,10/09/2015,98450062,94,5000000,19.603,"Horror, Mystery"
1265,Bridge to Terabithia,7.292,4366,15/02/2007,137587063,96,60000000,29.744,"Adventure, Drama, Family"
46529,I Am Number Four,6.174,4366,18/02/2011,149878437,109,50000000,40.182,"Action, Thriller, Science Fiction, Adventure"
7551,Déjà Vu,6.843,4361,22/11/2006,180557550,126,75000000,34.182,"Action, Thriller, Science Fiction"
2667,The Blair Witch Project,6.336,4359,14/07/1999,248639099,81,60000,30.098,"Horror, Mystery"
509967,6 Underground,6.34,4358,13/12/2019,0,128,150000000,30.14,"Action, Comedy, Thriller"
503919,The Lighthouse,7.512,4352,18/10/2019,18129854,109,11000000,21.971,"Drama, Fantasy, Thriller, Horror"
433,Mary Poppins,7.569,4350,17/12/1964,103082380,139,6000000,27.399,"Comedy, Family, Fantasy"
10947,High School Musical,6.566,4342,20/01/2006,0,98,4200000,21.963,"Comedy, Drama, Family, Music, Romance, TV Movie"
424139,Halloween,6.542,4342,18/10/2018,259900000,106,10000000,30.021,"Horror, Thriller"
10865,Atlantis: The Lost Empire,6.981,4339,02/06/2001,186053725,95,120000000,25.66,"Animation, Family, Adventure, Science Fiction"
36586,Blade II,6.516,4338,22/03/2002,155010032,117,54000000,28.515,"Fantasy, Horror, Action, Thriller"
431,Cube,6.796,4336,09/09/1997,8969065,90,350000,17.647,"Thriller, Science Fiction, Mystery"
9740,Hannibal,6.771,4320,08/02/2001,351692268,131,87000000,5.532,"Crime, Drama, Thriller"
14869,G.I. Joe: The Rise of Cobra,5.762,4320,03/08/2009,302469017,118,175000000,60.412,"Adventure, Action, Thriller, Science Fiction"
8065,21,6.7,4317,27/03/2008,159808370,123,35000000,25.256,"Drama, Crime"
522681,Escape Room,6.535,4315,03/01/2019,155712077,100,9000000,25.429,"Horror, Thriller, Mystery"
376570,Hush,6.739,4313,12/03/2016,0,82,0,12.858,"Horror, Thriller"
14306,Marley & Me,7.199,4312,25/12/2008,255743093,115,60000000,21.498,"Comedy, Family"
34544,The A-Team,6.4,4311,09/06/2010,177238796,117,110000000,31.469,"Thriller, Action, Adventure, Comedy, Crime"
320,Insomnia,6.9,4306,24/05/2002,113714830,118,46000000,17.626,"Thriller, Crime"
4944,Burn After Reading,6.64,4302,05/09/2008,163720069,96,37000000,19.126,"Comedy, Drama"
504608,Rocketman,7.328,4285,17/05/2019,167323950,121,40000000,13.912,"Music, Drama, History"
15512,Monsters vs Aliens,6.2,4280,19/03/2009,381509870,94,175000000,31.569,"Animation, Family, Adventure, Science Fiction"
428078,Mortal Engines,6.176,4274,27/11/2018,83869818,129,100000000,26.659,"Adventure, Science Fiction"
123553,The Mortal Instruments: City of Bones,6.435,4273,21/08/2013,95396573,130,60000000,27.548,"Fantasy, Action, Mystery"
446354,The Post,6.997,4271,22/12/2017,179769467,116,50000000,13.243,"Drama, History"
8839,Casper,6.301,4269,26/05/1995,287928194,100,50000000,31.265,"Fantasy, Comedy, Family"
346910,The Predator,5.627,4266,05/09/2018,160542134,107,88000000,46.62,"Science Fiction, Action, Adventure"
1830,Lord of War,7.281,4265,16/09/2005,72617068,122,50000000,23.573,"Crime, Drama, Thriller"
20662,Robin Hood,6.4,4264,12/05/2010,321669741,140,200000000,29.599,"Action, Adventure, Drama"
473033,Uncut Gems,7.1,4261,30/08/2019,50020902,136,19000000,22.206,"Drama, Thriller, Crime"
2268,The Golden Compass,6.046,4258,04/12/2007,372234864,113,180000000,21.653,"Adventure, Fantasy"
19404,Dilwale Dulhania Le Jayenge,8.552,4256,20/10/1995,100000000,190,13200000,33.575,"Comedy, Drama, Romance"
369885,Allied,6.8,4251,17/11/2016,119520023,124,85000000,13.298,"Action, Drama, War, Romance, Thriller"
147441,Exodus: Gods and Kings,5.847,4251,03/12/2014,268031828,150,140000000,78.892,"Adventure, Drama, Action"
152584,Blue Is the Warmest Color,7.084,4249,09/10/2013,10165694,180,4300000,27.643,"Romance, Drama"
4248,Scary Movie 2,5.783,4249,04/07/2001,141220678,83,45000000,57.251,Comedy
7980,The Lovely Bones,7.072,4242,26/12/2009,93621340,136,65000000,32.51,"Fantasy, Drama"
9023,Spirit: Stallion of the Cimarron,7.698,4239,24/05/2002,122563539,83,80000000,59.149,"Animation, Adventure, Comedy, Family, Drama"
1878,Fear and Loathing in Las Vegas,7.219,4236,22/05/1998,10680275,118,18500000,28.552,"Adventure, Drama, Comedy"
9802,The Rock,7.1,4235,07/06/1996,335062621,137,75000000,30.238,"Action, Adventure, Thriller"
227156,The Giver,6.549,4235,13/08/2014,66980456,97,25000000,14.091,"Drama, Science Fiction"
109428,Evil Dead,6.5,4226,05/04/2013,97542952,91,17000000,38.267,Horror
675353,Sonic the Hedgehog 2,7.57,4225,08/04/2022,405421518,123,110000000,142.66,"Action, Adventure, Family, Comedy"
296524,Deepwater Horizon,6.857,4219,28/09/2016,121790373,107,110000000,26.709,"Drama, Action"
824,Moulin Rouge!,7.575,4219,24/05/2001,179213434,128,52500000,18.612,"Drama, Romance, Music"
637920,Miracle in Cell No. 7,8.277,4217,10/10/2019,19289062,132,0,29.802,Drama
411088,The Invisible Guest,8.12,4212,06/01/2017,30000000,107,4000000,26.356,"Drama, Mystery, Thriller"
272693,The DUFF,6.8,4211,20/02/2015,43528634,100,8500000,11.04,"Romance, Comedy"
9928,Robots,6.4,4210,10/03/2005,262511490,91,75000000,32.543,"Animation, Comedy, Family, Science Fiction"
133805,Carrie,6.033,4193,16/10/2013,82394288,100,30000000,26.839,"Drama, Horror"
339988,The Circle,5.512,4192,27/04/2017,40651864,110,18000000,17.063,"Drama, Thriller, Science Fiction"
305470,Power Rangers,6.3,4189,23/03/2017,142337240,124,105000000,39.084,"Action, Adventure, Science Fiction"
38050,The Adjustment Bureau,6.734,4188,03/03/2011,127869379,106,50200000,21.953,"Science Fiction, Thriller, Romance"
1427,Perfume: The Story of a Murderer,7.4,4186,13/09/2006,135039924,147,60000000,36.085,"Crime, Fantasy, Drama"
59440,Warrior,7.837,4179,09/09/2011,23308615,140,25000000,48.217,"Drama, Action"
2493,The Princess Bride,7.674,4176,25/09/1987,30861665,99,16000000,31.347,"Adventure, Family, Fantasy, Comedy, Romance"
9428,The Royal Tenenbaums,7.496,4176,05/10/2001,71441250,110,21000000,33.203,"Comedy, Drama"
278154,Ice Age: Collision Course,6.073,4175,23/06/2016,408579038,95,105000000,38.552,"Adventure, Animation, Family, Comedy, Science Fiction"
1700,Misery,7.752,4175,30/11/1990,61276872,107,20000000,28.704,"Drama, Thriller"
17979,A Christmas Carol,6.855,4173,04/11/2009,325286646,94,200000000,28.203,"Animation, Family, Fantasy"
941,Lethal Weapon,7.286,4164,06/03/1987,120207127,110,15000000,27.89,"Adventure, Action, Comedy, Thriller, Crime"
325133,Neighbors 2: Sorority Rising,5.817,4164,04/05/2016,108758521,92,35000000,17.212,Comedy
756999,The Black Phone,7.701,4158,22/06/2022,161440742,103,17000000,51.024,"Horror, Thriller"
97630,Zero Dark Thirty,6.981,4154,19/12/2012,132820716,157,40000000,22.073,"Thriller, Drama, History"
7299,Equilibrium,7.025,4151,06/12/2002,5359645,107,20000000,25.824,"Action, Science Fiction, Thriller"
381341,Perfect Strangers,7.9,4149,11/02/2016,31640626,97,0,15.797,"Comedy, Drama"
2907,The Addams Family,7.031,4142,22/11/1991,191502426,102,30000000,36.491,"Comedy, Fantasy"
37834,Knight and Day,6.195,4141,15/06/2010,261989769,109,117000000,24.293,"Action, Comedy"
7518,Over the Hedge,6.544,4138,17/05/2006,343397247,83,80000000,29.575,"Family, Comedy, Animation"
71552,American Reunion,6.283,4137,04/04/2012,234989584,113,50000000,36.476,Comedy
337170,American Made,6.862,4137,18/08/2017,133511855,115,50000000,22.082,"Action, Comedy, Crime, Drama, Thriller"
8916,Antz,6.14,4134,02/10/1998,171757863,83,60000000,25.402,"Adventure, Animation, Comedy, Family"
6477,Alvin and the Chipmunks,5.8,4130,13/12/2007,361366633,92,60000000,38.458,"Comedy, Family, Fantasy, Animation"
9732,The Lion King II: Simba's Pride,6.941,4130,24/10/1998,0,81,0,51.941,"Family, Adventure, Animation, Action"
11322,Public Enemies,6.677,4129,01/07/2009,214104620,140,100000000,31.781,"Crime, Action"
291870,Dirty Grandpa,5.913,4128,20/01/2016,94073028,102,11500000,27.388,Comedy
338766,Hell or High Water,7.304,4128,11/08/2016,37589296,102,12000000,15.749,"Western, Crime, Drama"
134374,Pain & Gain,6.243,4127,18/04/2013,87305549,130,25000000,72.596,"Action, Crime, Comedy"
1735,The Mummy: Tomb of the Dragon Emperor,5.469,4121,01/07/2008,403449830,112,145000000,34.964,"Adventure, Action, Fantasy"
399035,The Commuter,6.352,4119,11/01/2018,119942387,104,30000000,19.526,"Action, Thriller, Mystery"
203833,The Book Thief,7.5,4109,08/11/2013,76586316,131,0,14.835,Drama
55721,Bridesmaids,6.529,4106,13/05/2011,288383523,125,32500000,30.879,"Comedy, Romance"
9398,Zoolander,6.2,4092,28/09/2001,60780981,90,28000000,34.513,Comedy
329996,Dumbo,6.639,4088,27/03/2019,353284621,112,170000000,42.707,"Family, Fantasy, Adventure"
792,Platoon,7.747,4087,19/12/1986,138530565,120,6000000,26.482,"Drama, War, Action"
514999,Murder Mystery,6.28,4083,25/05/2019,0,97,24000000,28.429,"Action, Comedy, Mystery"
302401,Snowden,7.1,4081,15/09/2016,37357216,134,40000000,19.194,"Drama, History, Crime, Thriller"
9637,Scooby-Doo,6.05,4071,14/06/2002,275650703,88,84000000,43.41,"Mystery, Adventure, Comedy"
10137,Stuart Little,6.043,4069,17/12/1999,300135367,84,133000000,30.173,"Family, Fantasy, Comedy, Adventure"
2787,Pitch Black,6.8,4066,18/02/2000,53187659,108,23000000,12.417,"Thriller, Science Fiction, Action"
224141,Into the Woods,5.75,4060,24/12/2014,212902372,125,50000000,15.979,"Fantasy, Comedy"
9522,Wedding Crashers,6.473,4060,13/07/2005,288485135,119,40000000,31.639,"Comedy, Romance"
813,Airplane!,7.282,4057,02/07/1980,83453539,88,3500000,32.122,Comedy
400155,Hotel Transylvania 3: Summer Vacation,6.897,4056,28/06/2018,528600000,97,80000000,35.492,"Animation, Comedy, Family, Fantasy"
138697,Don Jon,6,4052,12/09/2013,0,90,3000000,31.696,"Romance, Comedy, Drama"
136797,Need for Speed,6.389,4047,12/03/2014,203277636,132,66000000,47.306,"Action, Crime, Drama, Thriller"
9366,Donnie Brasco,7.533,4044,27/02/1997,124909762,127,35000000,18.658,"Crime, Drama, Thriller"
10830,Matilda,7.152,4043,02/08/1996,33459416,98,36000000,35.03,"Comedy, Family, Science Fiction"
1907,The Beach,6.456,4038,03/02/2000,144056873,119,40000000,17.58,"Drama, Adventure, Romance, Thriller"
686,Contact,7.417,4038,11/07/1997,171120329,150,90000000,25.311,"Drama, Science Fiction, Mystery"
9679,Gone in Sixty Seconds,6.41,4034,09/06/2000,237202299,118,90000000,22.36,"Action, Crime, Thriller"
11886,Robin Hood,7.284,4029,08/11/1973,32056467,83,5000000,26.27,"Animation, Family"
249164,If I Stay,7.376,4027,21/08/2014,78274843,106,11000000,20.605,Drama
45317,The Fighter,7.38,4025,10/12/2010,93617009,116,25000000,18.173,Drama
615,The Passion of the Christ,7.47,4017,25/02/2004,611899420,127,30000000,43.729,Drama
1374,Rocky IV,7.076,4014,21/11/1985,300473716,91,31000000,38.532,Drama
524047,Greenland,7.14,4013,29/07/2020,52300000,120,34000000,35.287,"Action, Thriller, Drama"
9603,Clueless,7.273,4011,19/07/1995,56631572,97,12000000,34.275,"Comedy, Romance"
214,Saw III,6.382,4010,26/10/2006,164874275,109,10000000,103.272,"Horror, Thriller, Crime"
640146,Ant-Man and the Wasp: Quantumania,6.431,4009,15/02/2023,476071180,125,200000000,173.694,"Action, Adventure, Science Fiction"
3021,1408,6.674,4007,22/06/2007,132963417,104,25000000,23.346,"Horror, Mystery, Thriller"
4133,Blow,7.366,4006,04/04/2001,83282296,124,53000000,19.16,"Crime, Drama"
395,AVP: Alien vs. Predator,5.9,3999,12/08/2004,177427090,101,70000000,29.36,"Adventure, Science Fiction, Action, Horror"
387426,Okja,7.389,3999,28/06/2017,0,122,50000000,18.143,"Adventure, Drama, Science Fiction, Fantasy"
583,Life of Brian,7.751,3990,17/08/1979,20745728,94,4000000,33.204,Comedy
8329,[REC],7.18,3987,23/11/2007,32511655,78,1500000,18.762,"Horror, Mystery"
1367,Rocky II,7.259,3973,15/06/1979,85182160,118,7000000,32.759,Drama
501170,Doctor Sleep,7.158,3966,30/10/2019,72381712,152,45000000,26.029,"Horror, Thriller, Fantasy"
1996,Lara Croft: Tomb Raider - The Cradle of Life,5.744,3963,21/07/2003,160099222,117,95000000,18.666,"Action, Adventure, Fantasy, Thriller"
33,Unforgiven,7.914,3960,07/08/1992,159157447,130,14400000,31.894,Western
492,Being John Malkovich,7.415,3957,29/10/1999,22863596,113,13000000,37.883,"Comedy, Drama, Fantasy"
11216,Cinema Paradiso,8.453,3954,17/11/1988,11990401,124,5000000,30.498,"Drama, Romance"
1577,Resident Evil: Apocalypse,6.341,3954,10/09/2004,129394835,94,45000000,23.717,"Horror, Action, Science Fiction"
9426,The Fly,7.4,3952,15/08/1986,60629159,96,15000000,28.973,"Horror, Science Fiction"
2698,Evan Almighty,5.551,3948,09/06/2007,174440724,96,175000000,29.604,"Fantasy, Comedy, Family"
9602,Coming to America,6.867,3948,29/06/1988,288752301,117,30000000,38.827,"Comedy, Romance"
72545,Journey 2: The Mysterious Island,6.145,3942,19/01/2012,355692760,94,79000000,42.913,"Adventure, Action, Science Fiction"
2978,Ghostbusters II,6.533,3936,16/06/1989,215394738,108,37000000,26.705,"Comedy, Fantasy"
476669,The King's Man,6.794,3932,22/12/2021,125928656,131,100000000,52.773,"Action, Adventure, Thriller"
22971,Dear John,6.834,3927,04/02/2010,114977104,108,25000000,19.388,"Drama, Romance, War"
116741,The Internship,6.253,3926,07/06/2013,44000000,119,58000000,1.204,Comedy
335,Once Upon a Time in the West,8.294,3923,21/12/1968,5380118,166,5000000,48.342,"Drama, Western"
109418,Grown Ups 2,6.111,3920,11/07/2013,247022278,101,80000000,58.414,Comedy
